INDICE;PERIODO;FECHA;DIVIDENDO;IND_ACT;IND_VAR;IND_RENT_7DIAS;IND_RENT_30DIAS;IND_RENT_52SEM;IND_RENT_ANO_AC;NUM_ACC_COM
SP IPSA;DI;2024-08-20 04:00:00;N;3517.82161702;0.50000000;1.90000000;-1.07000000;1.65000000;1.45000000;29
SP IPSA;DI;2024-08-21 04:00:00;N;3520.19914800;0.07000000;1.41000000;-1.00000000;1.92000000;1.52000000;29
SP IPSA;DI;2024-08-22 04:00:00;N;3509.88125266;-0.29000000;1.11000000;-1.92000000;1.03000000;1.22000000;29
SP IPSA;DI;2024-08-23 04:00:00;N;3502.75520466;-0.20000000;0.09000000;-1.38000000;0.32000000;1.02000000;29
SP IPSA;DI;2024-08-26 04:00:00;N;3491.34482259;-0.33000000;-0.26000000;0.12000000;2.36000000;0.69000000;29
SP IPSA;DI;2024-08-27 04:00:00;N;3457.35013755;-0.97000000;-1.72000000;-0.85000000;1.36000000;-0.29000000;29
SP IPSA;DI;2024-08-28 04:00:00;N;3460.63372298;0.09000000;-1.69000000;-0.76000000;1.74000000;-0.20000000;29
SP IPSA;DI;2024-08-29 04:00:00;N;3494.64578098;0.98000000;-0.43000000;-0.62000000;2.24000000;0.78000000;29
SP IPSA;DI;2024-08-30 04:00:00;N;3500.97497950;0.18000000;-0.05000000;0.27000000;3.29000000;0.78000000;29
SP IPSA;DI;2024-09-02 04:00:00;N;3498.79873304;-0.06000000;0.21000000;2.19000000;3.44000000;0.90000000;29
SP IPSA;DI;2024-09-03 04:00:00;N;3461.37113420;-1.07000000;0.12000000;1.10000000;2.33000000;-0.18000000;29
SP IPSA;DI;2024-09-04 04:00:00;N;3462.38112272;0.03000000;0.05000000;1.13000000;2.50000000;-0.15000000;29
SP IPSA;DI;2024-09-05 04:00:00;N;3447.50503725;-0.43000000;-1.35000000;4.27000000;3.13000000;-0.58000000;29
SP IPSA;DI;2024-09-06 04:00:00;N;3384.54636685;-1.83000000;-3.33000000;0.81000000;1.98000000;-0.58000000;29
SP IPSA;DI;2024-09-09 03:00:00;N;3377.33263291;-0.21000000;-3.47000000;-1.41000000;2.05000000;-2.60000000;29
SP IPSA;DI;2024-09-10 03:00:00;N;3367.98521534;-0.28000000;-2.70000000;-1.68000000;1.76000000;-2.87000000;29
SP IPSA;DI;2024-09-11 03:00:00;N;3414.98009588;1.40000000;-1.37000000;-0.31000000;3.00000000;-1.52000000;29
SP IPSA;DI;2024-09-12 03:00:00;N;3437.51431115;0.66000000;-0.29000000;0.27000000;3.55000000;-0.87000000;29
SP IPSA;DI;2024-09-13 03:00:00;N;3441.93316795;0.13000000;1.70000000;-0.29000000;3.18000000;-0.74000000;29
SP IPSA;DI;2024-09-16 03:00:00;N;3439.49275304;-0.07000000;1.84000000;-1.72000000;1.61000000;-0.81000000;29
SP IPSA;DI;2024-09-17 03:00:00;N;3432.09677763;-0.22000000;1.90000000;-1.93000000;1.39000000;-1.02000000;29
SP IPSA;DI;2024-09-23 03:00:00;N;3452.92607991;0.61000000;0.39000000;-1.42000000;4.99000000;-0.42000000;28
SP IPSA;DI;2024-09-24 03:00:00;N;3493.85186510;1.19000000;1.80000000;-0.25000000;6.23000000;0.76000000;28
SP IPSA;DI;2024-09-25 03:00:00;N;3488.77893809;-0.15000000;1.65000000;-0.40000000;6.93000000;0.61000000;28
SP IPSA;DI;2024-09-26 03:00:00;N;3537.04392557;1.38000000;3.06000000;1.31000000;8.85000000;2.00000000;28
SP IPSA;DI;2024-09-27 03:00:00;N;3537.45206951;0.01000000;3.07000000;2.22000000;7.71000000;2.00000000;28
SP IPSA;DI;2024-09-30 03:00:00;N;3515.69550936;-0.62000000;1.82000000;0.42000000;6.88000000;1.39000000;28
SP IPSA;DI;2024-10-01 03:00:00;N;3493.10596299;-0.64000000;-0.02000000;-0.22000000;6.19000000;0.74000000;28
SP IPSA;ME;2024-10-01 03:00:00;N;3493.10596299;-0.64000000;0.00000000;0.00000000;0.00000000;0.00000000;0
SP IPSA;DI;2024-10-02 03:00:00;N;3462.35689357;-0.88000000;-0.76000000;-1.04000000;6.68000000;-0.15000000;28
SP IPSA;DI;2024-10-03 03:00:00;N;3461.12491775;-0.04000000;-2.15000000;-0.01000000;7.95000000;-0.18000000;28
SP IPSA;DI;2024-10-04 03:00:00;N;3510.47721295;1.43000000;-0.76000000;1.39000000;9.23000000;1.24000000;28
SP IPSA;DI;2024-10-07 03:00:00;N;3507.34780040;-0.09000000;-0.24000000;3.63000000;9.91000000;1.15000000;28
SP IPSA;DI;2024-10-08 03:00:00;N;3516.87756625;0.27000000;0.68000000;3.91000000;10.20000000;1.42000000;28
SP IPSA;DI;2024-10-09 03:00:00;N;3543.16915478;0.75000000;2.33000000;4.91000000;11.03000000;2.18000000;28
SP IPSA;DI;2024-10-10 03:00:00;N;3563.47516143;0.57000000;2.96000000;5.80000000;9.31000000;2.77000000;28
SP IPSA;DI;2024-10-11 03:00:00;N;3560.32067753;-0.09000000;1.42000000;4.26000000;8.86000000;2.77000000;28
SP IPSA;DI;2024-10-14 03:00:00;N;3559.80620544;-0.01000000;1.50000000;3.42000000;9.26000000;2.66000000;28
SP IPSA;DI;2024-10-15 03:00:00;N;3552.75168707;-0.20000000;1.02000000;3.22000000;9.05000000;2.46000000;28
SP IPSA;DI;2024-10-16 03:00:00;N;3543.90082653;-0.25000000;0.02000000;3.04000000;7.37000000;2.20000000;28
SP IPSA;DI;2024-10-17 03:00:00;N;3559.58585332;0.44000000;-0.11000000;3.71000000;7.16000000;2.65000000;28
SP IPSA;DI;2024-10-18 03:00:00;N;3598.54455801;1.09000000;1.07000000;4.85000000;10.10000000;3.78000000;28
SP IPSA;DI;2024-10-21 03:00:00;N;3612.34794560;0.38000000;1.48000000;5.25000000;13.76000000;4.18000000;28
SP IPSA;DI;2024-10-22 03:00:00;N;3614.29135636;0.05000000;1.73000000;5.31000000;13.82000000;4.23000000;28
SP IPSA;DI;2024-10-23 03:00:00;N;3620.96163474;0.18000000;2.17000000;4.87000000;16.72000000;4.42000000;28
SP IPSA;DI;2024-10-24 03:00:00;N;3641.98409928;0.58000000;2.31000000;4.24000000;16.26000000;5.03000000;28
SP IPSA;DI;2024-10-25 03:00:00;N;3657.62351073;0.43000000;1.64000000;4.84000000;16.53000000;5.03000000;28
SP IPSA;DI;2024-10-28 03:00:00;N;3647.21256029;-0.28000000;0.97000000;3.10000000;16.20000000;5.18000000;28
SP IPSA;DI;2024-10-29 03:00:00;N;3613.17737132;-0.93000000;-0.03000000;2.14000000;15.11000000;4.20000000;28
SP IPSA;DI;2024-10-30 03:00:00;N;3546.96210994;-1.83000000;-2.04000000;0.89000000;15.81000000;2.29000000;28
SP IPSA;DI;2024-11-04 03:00:00;N;3590.08784114;1.22000000;-1.57000000;2.27000000;13.32000000;3.53000000;28
SP IPSA;DI;2024-11-05 03:00:00;N;3533.45422228;-1.58000000;-2.21000000;0.65000000;11.53000000;1.90000000;28
SP IPSA;DI;2024-11-06 03:00:00;N;3562.84088007;0.83000000;0.45000000;1.49000000;13.54000000;2.75000000;28
SP IPSA;DI;2024-11-07 03:00:00;N;3553.19351941;-0.27000000;0.18000000;1.31000000;11.73000000;2.47000000;28
SP IPSA;DI;2024-11-08 03:00:00;N;3530.39206927;-0.64000000;-0.47000000;-0.36000000;11.41000000;2.47000000;28
SP IPSA;DI;2024-11-11 03:00:00;N;3541.01862881;0.30000000;-1.37000000;-0.54000000;11.98000000;2.12000000;28
SP IPSA;DI;2024-11-12 03:00:00;N;3524.39171017;-0.47000000;-0.26000000;-1.01000000;11.46000000;1.64000000;28
SP IPSA;DI;2024-11-13 03:00:00;N;3551.38790844;0.77000000;-0.32000000;-0.25000000;10.29000000;2.42000000;28
SP IPSA;DI;2024-11-14 03:00:00;N;3508.32389137;-1.21000000;-1.26000000;-1.45000000;9.24000000;1.18000000;28
SP IPSA;DI;2024-11-15 03:00:00;N;3530.79144596;0.64000000;0.01000000;-0.37000000;9.60000000;1.18000000;28
SP IPSA;DI;2024-11-18 03:00:00;N;3539.10831329;0.24000000;-0.05000000;-1.65000000;9.07000000;2.06000000;28
SP IPSA;DI;2024-11-19 03:00:00;N;3542.88464069;0.11000000;0.52000000;-1.55000000;9.19000000;2.17000000;28
SP IPSA;DI;2024-11-20 03:00:00;N;3557.46647737;0.41000000;0.17000000;-1.14000000;8.31000000;2.59000000;28
SP IPSA;DI;2024-11-21 03:00:00;N;3566.44970095;0.25000000;1.66000000;-1.27000000;9.55000000;2.85000000;28
SP IPSA;DI;2024-11-22 03:00:00;N;3550.88222945;-0.44000000;0.57000000;-1.75000000;8.88000000;2.40000000;28
SP IPSA;DI;2024-11-25 03:00:00;N;3541.47808483;-0.26000000;0.07000000;-3.18000000;9.07000000;2.13000000;28
SP IPSA;DI;2024-11-26 03:00:00;N;3546.42187240;0.14000000;0.10000000;-3.04000000;9.22000000;2.27000000;28
SP IPSA;DI;2024-11-27 03:00:00;N;3557.60199778;0.32000000;0.00000000;-2.73000000;9.93000000;2.60000000;28
SP IPSA;DI;2024-11-28 03:00:00;N;3562.12937800;0.13000000;-0.12000000;-2.33000000;9.71000000;2.73000000;28
SP IPSA;DI;2024-11-29 03:00:00;N;3556.10475842;-0.17000000;0.15000000;-1.58000000;9.22000000;2.55000000;28
SP IPSA;DI;2024-12-02 03:00:00;N;3590.31043929;0.96000000;1.38000000;1.22000000;8.52000000;3.54000000;28
SP IPSA;DI;2024-12-03 03:00:00;N;3584.82864294;-0.15000000;1.08000000;1.07000000;8.35000000;3.38000000;28
SP IPSA;DI;2024-12-04 03:00:00;N;3585.71339691;0.02000000;0.79000000;-0.12000000;9.56000000;3.41000000;28
SP IPSA;DI;2024-12-05 03:00:00;N;3601.27573042;0.43000000;1.10000000;1.92000000;8.51000000;3.86000000;28
SP IPSA;DI;2024-12-06 03:00:00;N;3595.06384803;-0.17000000;1.10000000;0.90000000;7.14000000;3.86000000;28
SP IPSA;DI;2024-12-09 03:00:00;N;3622.79911400;0.77000000;0.90000000;2.62000000;7.96000000;4.48000000;28
SP IPSA;DI;2024-12-10 03:00:00;N;3626.08580126;0.09000000;1.15000000;2.71000000;8.06000000;4.57000000;28
SP IPSA;DI;2024-12-11 03:00:00;N;3632.26745081;0.17000000;1.30000000;2.58000000;10.26000000;4.75000000;28
SP IPSA;DI;2024-12-12 03:00:00;N;3658.27746170;0.72000000;1.58000000;3.80000000;10.51000000;5.50000000;28
SP IPSA;DI;2024-12-13 03:00:00;N;3650.83811463;-0.20000000;1.55000000;2.80000000;8.32000000;5.29000000;28
SP IPSA;DI;2024-12-16 03:00:00;N;3664.98485691;0.39000000;1.16000000;3.80000000;6.71000000;5.69000000;28
SP IPSA;DI;2024-12-17 03:00:00;N;3627.91887489;-1.01000000;0.05000000;2.75000000;5.63000000;4.63000000;28
SP IPSA;DI;2024-12-18 03:00:00;N;3628.60089446;0.02000000;-0.10000000;2.53000000;7.16000000;4.64000000;28
SP IPSA;DI;2024-12-19 03:00:00;N;3611.54305101;-0.47000000;-1.28000000;1.94000000;6.50000000;4.15000000;28
SP IPSA;DI;2024-12-20 03:00:00;N;3612.06626327;0.01000000;-1.06000000;1.53000000;6.28000000;4.17000000;28
SP IPSA;DI;2024-12-23 03:00:00;N;3592.18463675;-0.55000000;-1.99000000;1.16000000;4.33000000;3.59000000;28
SP IPSA;DI;2024-12-24 03:00:00;N;3598.55896531;0.18000000;-0.81000000;1.34000000;4.51000000;3.78000000;28
SP IPSA;DI;2024-12-26 03:00:00;N;3604.43994966;0.16000000;-0.20000000;1.64000000;3.60000000;3.95000000;28
SP IPSA;DI;2024-12-27 03:00:00;N;3611.00268603;0.18000000;-0.03000000;1.50000000;4.07000000;4.14000000;28
SP IPSA;DI;2024-12-30 03:00:00;N;3614.63640131;0.10000000;0.63000000;1.65000000;4.24000000;4.24000000;28
SP IPSA;DI;2025-01-02 03:00:00;N;3599.50326728;-0.42000000;-0.14000000;0.26000000;3.59000000;-0.42000000;28
SP IPSA;DI;2025-01-03 03:00:00;N;3608.27120121;0.24000000;-0.08000000;0.65000000;5.04000000;-0.18000000;28
SP IPSA;DI;2025-01-06 03:00:00;N;3649.33066883;1.14000000;0.96000000;1.51000000;7.99000000;0.96000000;28
SP IPSA;DI;2025-01-07 03:00:00;N;3663.56179923;0.39000000;1.35000000;1.91000000;8.41000000;1.35000000;28
SP IPSA;DI;2025-01-08 03:00:00;N;3640.02671122;-0.64000000;0.70000000;1.25000000;7.56000000;0.70000000;28
SP IPSA;DI;2025-01-09 03:00:00;N;3661.47073558;0.59000000;1.72000000;1.07000000;7.28000000;1.30000000;28
SP IPSA;DI;2025-01-10 03:00:00;N;3666.83625851;0.15000000;1.62000000;1.12000000;8.35000000;1.44000000;28
SP IPSA;DI;2025-01-13 03:00:00;N;3635.82988866;-0.85000000;-0.37000000;-0.41000000;9.01000000;0.59000000;28
SP IPSA;DI;2025-01-14 03:00:00;N;3671.61743252;0.98000000;0.22000000;0.57000000;10.08000000;1.58000000;28
SP IPSA;DI;2025-01-15 03:00:00;N;3713.07843613;1.13000000;2.01000000;1.70000000;10.82000000;2.72000000;28
SP IPSA;DI;2025-01-16 03:00:00;N;3744.08055487;0.83000000;2.26000000;2.16000000;12.22000000;3.58000000;28
SP IPSA;DI;2025-01-17 03:00:00;N;3744.68377073;0.02000000;2.12000000;3.22000000;13.54000000;3.60000000;28
SP IPSA;DI;2025-01-20 03:00:00;N;3770.43953938;0.69000000;3.70000000;4.38000000;15.44000000;4.31000000;28
SP IPSA;DI;2025-01-21 03:00:00;N;3785.50284272;0.40000000;3.10000000;4.80000000;15.90000000;4.73000000;28
SP IPSA;DI;2025-01-22 03:00:00;N;3779.45152647;-0.16000000;1.79000000;4.63000000;14.37000000;4.56000000;28
SP IPSA;DI;2025-01-23 03:00:00;N;3792.34966206;0.34000000;1.29000000;5.57000000;13.92000000;4.92000000;28
SP IPSA;DI;2025-01-24 03:00:00;N;3801.87691684;0.25000000;1.53000000;5.65000000;12.45000000;5.18000000;28
SP IPSA;DI;2025-01-27 03:00:00;N;3769.55052124;-0.85000000;-0.02000000;4.39000000;11.48000000;4.29000000;28
SP IPSA;DI;2025-01-28 03:00:00;N;3773.06425428;0.09000000;-0.33000000;4.49000000;11.58000000;4.38000000;28
SP IPSA;DI;2025-01-29 03:00:00;N;3801.90829105;0.76000000;0.59000000;5.29000000;12.32000000;5.18000000;28
SP IPSA;DI;2025-01-30 03:00:00;N;3873.39825054;1.88000000;2.14000000;7.16000000;16.24000000;7.16000000;28
SP IPSA;DI;2025-01-31 03:00:00;N;3861.33124667;-0.31000000;1.56000000;6.82000000;15.56000000;6.82000000;28
SP IPSA;DI;2025-02-03 03:00:00;N;3864.07088856;0.07000000;2.51000000;7.09000000;15.49000000;6.90000000;28
SP IPSA;DI;2025-02-04 03:00:00;N;3898.66311017;0.90000000;3.33000000;8.05000000;16.53000000;7.86000000;28
SP IPSA;DI;2025-02-05 03:00:00;N;3901.23589067;0.07000000;2.61000000;8.12000000;16.40000000;7.93000000;28
SP IPSA;DI;2025-02-06 03:00:00;N;3915.95819833;0.38000000;1.10000000;7.31000000;16.84000000;8.34000000;28
SP IPSA;DI;2025-02-07 03:00:00;N;3907.20303499;-0.22000000;1.19000000;6.65000000;16.48000000;8.09000000;28
SP IPSA;DI;2025-02-10 03:00:00;N;3912.30995292;0.13000000;1.25000000;6.69000000;16.20000000;8.24000000;28
SP IPSA;DI;2025-02-11 03:00:00;N;3903.40881438;-0.23000000;0.12000000;6.45000000;15.93000000;7.99000000;28
SP IPSA;DI;2025-02-12 03:00:00;N;3905.71406210;0.06000000;0.11000000;6.51000000;14.70000000;8.05000000;28
SP IPSA;DI;2025-02-13 03:00:00;N;3930.38885834;0.63000000;0.37000000;8.10000000;16.90000000;8.74000000;28
SP IPSA;DI;2025-02-14 03:00:00;N;3947.31765205;0.43000000;1.03000000;6.31000000;14.29000000;8.74000000;28
SP IPSA;DI;2025-02-17 03:00:00;N;3917.12920002;-0.76000000;0.12000000;4.61000000;10.76000000;8.37000000;28
SP IPSA;DI;2025-02-18 03:00:00;N;3914.06326391;-0.08000000;0.27000000;4.52000000;10.67000000;8.28000000;28
SP IPSA;DI;2025-02-19 03:00:00;N;3905.17549077;-0.23000000;-0.01000000;4.29000000;9.63000000;8.04000000;28
SP IPSA;DI;2025-02-20 03:00:00;N;3927.24120729;0.57000000;-0.08000000;4.16000000;10.83000000;8.65000000;28
SP IPSA;DI;2025-02-21 03:00:00;N;3921.48690154;-0.15000000;-0.65000000;3.59000000;12.39000000;8.49000000;28
SP IPSA;DI;2025-02-24 03:00:00;N;3921.26134072;-0.01000000;0.11000000;3.14000000;13.51000000;8.48000000;28
SP IPSA;DI;2025-02-25 03:00:00;N;3923.77092957;0.06000000;0.25000000;3.21000000;13.58000000;8.55000000;28
SP IPSA;DI;2025-02-26 03:00:00;N;3942.57118541;0.48000000;0.96000000;3.70000000;13.78000000;9.07000000;28
SP IPSA;DI;2025-02-27 03:00:00;N;3964.98463343;0.57000000;0.96000000;5.18000000;12.37000000;9.69000000;28
SP IPSA;DI;2025-02-28 03:00:00;N;3932.41369566;-0.82000000;0.28000000;3.43000000;9.24000000;9.69000000;28
SP IPSA;DI;2025-03-03 03:00:00;N;3939.30023315;0.18000000;0.46000000;1.95000000;8.90000000;8.98000000;28
SP IPSA;DI;2025-03-04 03:00:00;N;3922.63793343;-0.42000000;-0.03000000;0.61000000;10.84000000;8.52000000;28
SP IPSA;DI;2025-03-05 03:00:00;N;3932.94028137;0.26000000;-0.24000000;0.81000000;12.59000000;8.81000000;28
SP IPSA;DI;2025-03-06 03:00:00;N;3952.90157596;0.51000000;-0.30000000;0.94000000;11.57000000;9.36000000;28
SP IPSA;DI;2025-03-07 03:00:00;N;3956.53323986;0.09000000;0.61000000;1.26000000;11.51000000;9.46000000;28
SP IPSA;DI;2025-03-10 03:00:00;N;3952.55241273;-0.10000000;0.34000000;1.03000000;11.74000000;9.35000000;28
SP IPSA;DI;2025-03-11 03:00:00;N;3950.48678910;-0.05000000;0.71000000;1.21000000;10.31000000;9.29000000;28
SP IPSA;DI;2025-03-12 03:00:00;N;3964.15437250;0.35000000;0.79000000;1.50000000;9.24000000;9.67000000;28
SP IPSA;DI;2025-03-13 03:00:00;N;3995.56747135;0.79000000;1.08000000;1.66000000;10.29000000;10.54000000;28
SP IPSA;DI;2025-03-14 03:00:00;N;4027.27795586;0.79000000;1.79000000;2.03000000;11.69000000;11.42000000;28
SP IPSA;DI;2025-03-17 03:00:00;N;4077.05959443;1.24000000;3.15000000;4.08000000;13.01000000;12.79000000;28
SP IPSA;DI;2025-03-18 03:00:00;N;4068.36682179;-0.21000000;2.98000000;3.94000000;12.94000000;12.55000000;28
SP IPSA;DI;2025-03-19 03:00:00;N;4073.37809854;0.12000000;2.76000000;4.31000000;13.74000000;12.69000000;28
SP IPSA;DI;2025-03-20 03:00:00;N;4062.96033790;-0.26000000;1.69000000;3.46000000;11.97000000;12.40000000;28
SP IPSA;DI;2025-03-21 03:00:00;N;4068.47344346;0.14000000;1.02000000;3.75000000;12.39000000;12.56000000;28
SP IPSA;DI;2025-03-24 03:00:00;N;4055.53974751;-0.32000000;-0.53000000;3.42000000;11.51000000;12.20000000;29
SP IPSA;DI;2025-03-25 03:00:00;N;4041.59785156;-0.34000000;-0.66000000;3.00000000;12.47000000;11.81000000;29
SP IPSA;DI;2025-03-26 03:00:00;N;4034.52153595;-0.18000000;-0.95000000;2.33000000;11.83000000;11.62000000;29
SP IPSA;DI;2025-03-27 03:00:00;N;4066.73247623;0.80000000;0.09000000;2.57000000;11.39000000;12.51000000;29
SP IPSA;DI;2025-03-28 03:00:00;N;4088.21296156;0.53000000;0.49000000;3.96000000;11.21000000;13.10000000;29
SP IPSA;DI;2025-03-31 03:00:00;N;4063.82658135;-0.60000000;0.20000000;3.34000000;10.55000000;12.43000000;29
SP IPSA;ME;2025-04-01 03:00:00;N;4083.49151586;0.48000000;0.00000000;0.00000000;0.00000000;0.00000000;0
SP IPSA;DI;2025-04-01 03:00:00;N;4083.49151586;0.48000000;1.04000000;3.84000000;11.18000000;12.97000000;29
SP IPSA;DI;2025-04-02 03:00:00;N;4090.44794079;0.17000000;1.39000000;4.02000000;11.43000000;13.16000000;29
SP IPSA;DI;2025-04-03 03:00:00;N;4101.35333076;0.27000000;0.85000000;4.11000000;12.02000000;13.47000000;29
SP IPSA;DI;2025-04-04 03:00:00;N;3979.52417059;-2.97000000;-2.66000000;1.45000000;9.37000000;10.09000000;29
SP IPSA;DI;2025-04-07 04:00:00;N;3846.07172954;-3.35000000;-5.36000000;-2.79000000;6.94000000;6.40000000;29
SP IPSA;DI;2025-04-08 04:00:00;N;3798.62475323;-1.23000000;-6.98000000;-3.99000000;4.16000000;5.09000000;29
SP IPSA;DI;2025-04-09 04:00:00;N;3963.19908641;4.33000000;-3.11000000;0.17000000;7.61000000;9.64000000;29
SP IPSA;DI;2025-04-10 04:00:00;N;3909.45703655;-1.36000000;-4.68000000;-1.09000000;5.85000000;8.16000000;29
SP IPSA;DI;2025-04-11 04:00:00;N;3940.53374063;0.79000000;-0.98000000;-0.25000000;6.08000000;9.02000000;29
SP IPSA;DI;2025-04-14 04:00:00;N;4015.57672779;1.90000000;4.41000000;-0.29000000;10.77000000;11.09000000;29
SP IPSA;DI;2025-04-15 04:00:00;N;4073.11209934;1.43000000;7.23000000;1.14000000;13.82000000;12.68000000;29
SP IPSA;DI;2025-04-16 04:00:00;N;4081.31084734;0.20000000;2.98000000;1.34000000;14.92000000;12.91000000;29
SP IPSA;DI;2025-04-17 04:00:00;N;4136.73043517;1.36000000;5.81000000;1.46000000;16.03000000;14.44000000;29
SP IPSA;DI;2025-04-21 04:00:00;N;4102.92340320;-0.82000000;2.18000000;0.85000000;17.06000000;13.51000000;29
SP IPSA;DI;2025-04-22 04:00:00;N;4136.25916918;0.81000000;1.55000000;1.67000000;17.84000000;14.43000000;29
SP IPSA;DI;2025-04-23 04:00:00;N;4191.62427850;1.34000000;2.70000000;3.03000000;17.69000000;15.96000000;29
SP IPSA;DI;2025-04-24 04:00:00;N;4214.66810588;0.55000000;1.88000000;3.92000000;20.28000000;16.60000000;29
SP IPSA;DI;2025-04-25 04:00:00;N;4207.75676072;-0.16000000;1.72000000;4.11000000;21.34000000;16.41000000;29
SP IPSA;DI;2025-04-28 04:00:00;N;4204.24123886;-0.08000000;2.47000000;2.84000000;19.69000000;16.31000000;29
SP IPSA;DI;2025-04-29 04:00:00;N;4242.44811568;0.91000000;2.57000000;3.77000000;17.88000000;17.37000000;29
SP IPSA;DI;2025-04-30 04:00:00;N;4228.37097417;-0.33000000;0.88000000;3.43000000;18.18000000;16.98000000;29
SP IPSA;DI;2025-05-02 04:00:00;N;4223.88456502;-0.11000000;0.38000000;3.26000000;18.36000000;16.86000000;29
SP IPSA;DI;2025-05-05 04:00:00;N;4204.55096666;-0.46000000;0.01000000;5.65000000;16.82000000;16.32000000;29
SP IPSA;DI;2025-05-06 04:00:00;N;4230.77743051;0.62000000;-0.28000000;6.31000000;19.01000000;17.05000000;29
SP IPSA;DI;2025-05-07 04:00:00;N;4285.30900118;1.29000000;1.35000000;11.42000000;18.64000000;18.55000000;29
SP IPSA;DI;2025-05-08 04:00:00;N;4279.57258320;-0.13000000;1.21000000;12.66000000;17.71000000;18.40000000;29
SP IPSA;DI;2025-05-09 04:00:00;N;4316.40467444;0.86000000;2.19000000;8.91000000;19.04000000;19.41000000;29
SP IPSA;DI;2025-05-12 04:00:00;N;4355.85155526;0.91000000;3.60000000;10.54000000;19.94000000;20.51000000;29
SP IPSA;DI;2025-05-13 04:00:00;N;4378.11961930;0.51000000;3.48000000;11.10000000;19.91000000;21.12000000;29
SP IPSA;DI;2025-05-14 04:00:00;N;4430.89553373;1.21000000;3.40000000;10.34000000;20.76000000;22.58000000;29
SP IPSA;DI;2025-05-15 04:00:00;N;4400.22299744;-0.69000000;2.82000000;8.03000000;20.22000000;21.73000000;29
SP IPSA;DI;2025-05-16 04:00:00;N;4387.22032854;-0.30000000;1.64000000;7.50000000;20.95000000;21.37000000;29
SP IPSA;DI;2025-05-19 04:00:00;N;4380.72392849;-0.15000000;0.57000000;5.90000000;20.74000000;21.19000000;29
SP IPSA;DI;2025-05-20 04:00:00;N;4394.41819651;0.31000000;0.37000000;6.23000000;20.39000000;21.57000000;29
SP IPSA;DI;2025-05-22 04:00:00;N;4367.94539692;-0.60000000;-0.73000000;5.60000000;19.18000000;20.84000000;29
SP IPSA;DI;2025-05-23 04:00:00;N;4382.85326609;0.34000000;-0.10000000;4.56000000;18.80000000;21.25000000;29
SP IPSA;DI;2025-05-26 04:00:00;N;4369.65167552;-0.30000000;-0.25000000;3.85000000;18.83000000;20.89000000;29
SP IPSA;DI;2025-05-27 04:00:00;N;4349.64776935;-0.46000000;-1.02000000;3.37000000;17.78000000;20.33000000;29
SP IPSA;DI;2025-05-28 04:00:00;N;4293.77984577;-1.28000000;-2.29000000;2.13000000;17.16000000;18.79000000;29
SP IPSA;DI;2025-05-29 04:00:00;N;4266.52553603;-0.63000000;-2.32000000;0.57000000;17.76000000;18.03000000;29
SP IPSA;DI;2025-05-30 04:00:00;N;4191.05996656;-1.77000000;-4.38000000;-0.88000000;16.42000000;18.03000000;29
SP IPSA;DI;2025-06-02 04:00:00;N;4191.79864151;0.02000000;-4.07000000;-0.76000000;16.57000000;15.97000000;29
SP IPSA;DI;2025-06-03 04:00:00;N;4224.68156163;0.78000000;-2.87000000;0.02000000;17.81000000;16.88000000;29
SP IPSA;DI;2025-06-04 04:00:00;N;4254.83902666;0.71000000;-0.91000000;0.73000000;18.95000000;17.71000000;29
SP IPSA;DI;2025-06-05 04:00:00;N;4242.13971852;-0.30000000;-0.57000000;0.89000000;17.56000000;17.36000000;29
SP IPSA;DI;2025-06-06 04:00:00;N;4254.87004889;0.30000000;1.52000000;0.57000000;17.34000000;17.71000000;29
SP IPSA;DI;2025-06-09 04:00:00;N;4256.17758289;0.03000000;1.54000000;-1.40000000;18.27000000;17.75000000;29
SP IPSA;DI;2025-06-10 04:00:00;N;4284.62973900;0.67000000;1.42000000;-0.74000000;19.34000000;18.54000000;29
SP IPSA;DI;2025-06-11 04:00:00;N;4333.02757426;1.13000000;1.84000000;0.39000000;22.18000000;19.87000000;29
SP IPSA;DI;2025-06-12 04:00:00;N;4306.63645351;-0.61000000;1.52000000;-1.13000000;21.55000000;19.14000000;29
SP IPSA;DI;2025-06-13 04:00:00;N;4275.64326823;-0.72000000;0.49000000;-2.34000000;21.58000000;18.29000000;29
SP IPSA;DI;2025-06-16 04:00:00;N;4252.39988458;-0.54000000;-0.09000000;-3.07000000;20.33000000;17.64000000;29
SP IPSA;DI;2025-06-17 04:00:00;N;4214.00854998;-0.90000000;-1.65000000;-3.95000000;19.46000000;16.58000000;29
SP IPSA;DI;2025-06-18 04:00:00;N;4211.48013002;-0.06000000;-2.81000000;-4.01000000;18.73000000;16.51000000;29
SP IPSA;DI;2025-06-19 04:00:00;N;4206.66596563;-0.11000000;-2.32000000;-3.97000000;17.75000000;16.38000000;29
SP IPSA;DI;2025-06-23 04:00:00;N;4181.78962385;-0.59000000;-1.66000000;-4.59000000;18.87000000;15.69000000;29
SP IPSA;DI;2025-06-24 04:00:00;N;4243.47466429;1.48000000;0.70000000;-3.18000000;20.57000000;17.40000000;29
SP IPSA;DI;2025-06-25 04:00:00;N;4239.66279105;-0.09000000;0.67000000;-3.27000000;21.96000000;17.29000000;29
SP IPSA;DI;2025-06-26 04:00:00;N;4258.46758525;0.44000000;1.23000000;-2.54000000;20.62000000;17.81000000;29
