INDICE;PERIODO;FECHA;DIVIDENDO;IND_ACT;IND_VAR;IND_RENT_7DIAS;IND_RENT_30DIAS;IND_RENT_52SEM;IND_RENT_ANO_AC;NUM_ACC_COM
SPCLXDCP;DI;2024-09-23 03:00:00;N;140.33692724;0.02000000;-0.33000000;-1.87000000;2.45000000;-4.29000000;19
SPCLXDCP;DI;2024-09-24 03:00:00;N;141.57859684;0.88000000;0.91000000;-1.00000000;3.36000000;-3.45000000;19
SPCLXDCP;DI;2024-09-25 03:00:00;N;141.62521216;0.03000000;0.94000000;-0.97000000;3.82000000;-3.41000000;19
SPCLXDCP;DI;2024-09-26 03:00:00;N;143.64305561;1.42000000;2.38000000;0.76000000;5.60000000;-2.04000000;19
SPCLXDCP;DI;2024-09-27 03:00:00;N;143.90929759;0.19000000;2.57000000;1.96000000;4.55000000;-2.04000000;19
SPCLXDCP;DI;2024-09-30 03:00:00;N;143.55000000;-0.25000000;2.29000000;0.47000000;3.95000000;-2.10000000;19
SPCLXDCP;DI;2024-10-01 03:00:00;N;142.73506331;-0.57000000;0.82000000;-0.10000000;3.36000000;-2.66000000;19
SPCLXDCP;ME;2024-10-01 03:00:00;N;142.73506331;-0.57000000;0.00000000;0.00000000;0.00000000;0.00000000;0
SPCLXDCP;DI;2024-10-02 03:00:00;N;141.47101486;-0.89000000;-0.11000000;-0.79000000;3.69000000;-3.52000000;19
SPCLXDCP;DI;2024-10-03 03:00:00;N;141.04959831;-0.30000000;-1.81000000;0.07000000;4.51000000;-3.81000000;19
SPCLXDCP;DI;2024-10-04 03:00:00;N;143.12731396;1.47000000;-0.54000000;1.29000000;5.72000000;-2.39000000;19
SPCLXDCP;DI;2024-10-07 03:00:00;N;142.94461100;-0.13000000;-0.42000000;3.42000000;6.72000000;-2.51000000;19
SPCLXDCP;DI;2024-10-08 03:00:00;N;143.15305377;0.15000000;0.29000000;3.57000000;6.87000000;-2.37000000;19
SPCLXDCP;DI;2024-10-09 03:00:00;N;144.15314363;0.70000000;1.90000000;3.90000000;7.62000000;-1.69000000;19
SPCLXDCP;DI;2024-10-10 03:00:00;N;144.72312564;0.40000000;2.60000000;4.81000000;5.51000000;-1.30000000;19
SPCLXDCP;DI;2024-10-11 03:00:00;N;144.70271906;-0.01000000;1.10000000;3.18000000;5.08000000;-1.30000000;19
SPCLXDCP;DI;2024-10-14 03:00:00;N;145.08486593;0.26000000;1.50000000;2.65000000;5.31000000;-1.05000000;19
SPCLXDCP;DI;2024-10-15 03:00:00;N;144.50492789;-0.40000000;0.94000000;2.24000000;4.89000000;-1.45000000;19
SPCLXDCP;DI;2024-10-16 03:00:00;N;143.89743817;-0.42000000;-0.18000000;2.20000000;2.67000000;-1.86000000;19
SPCLXDCP;DI;2024-10-17 03:00:00;N;144.58483000;0.48000000;-0.10000000;3.05000000;2.32000000;-1.40000000;19
SPCLXDCP;DI;2024-10-18 03:00:00;N;145.98163349;0.97000000;0.88000000;4.05000000;4.82000000;-0.44000000;19
SPCLXDCP;DI;2024-10-21 03:00:00;N;146.43813361;0.31000000;0.93000000;4.37000000;8.27000000;-0.13000000;19
SPCLXDCP;DI;2024-10-22 03:00:00;N;146.40439279;-0.02000000;1.31000000;4.35000000;8.24000000;-0.15000000;19
SPCLXDCP;DI;2024-10-23 03:00:00;N;146.83955084;0.30000000;2.04000000;4.63000000;10.92000000;0.14000000;19
SPCLXDCP;DI;2024-10-24 03:00:00;N;147.92528746;0.74000000;2.31000000;4.48000000;10.93000000;0.88000000;19
SPCLXDCP;DI;2024-10-25 03:00:00;N;148.52505008;0.41000000;1.74000000;4.87000000;11.35000000;0.88000000;19
SPCLXDCP;DI;2024-10-28 03:00:00;N;148.00245045;-0.35000000;1.07000000;2.84000000;10.95000000;0.94000000;19
SPCLXDCP;DI;2024-10-29 03:00:00;N;146.22631513;-1.20000000;-0.12000000;1.61000000;9.62000000;-0.28000000;19
SPCLXDCP;DI;2024-10-30 03:00:00;N;143.53915313;-1.84000000;-2.25000000;-0.01000000;10.24000000;-2.11000000;19
SPCLXDCP;DI;2024-11-04 03:00:00;N;145.28688401;1.22000000;-1.83000000;1.51000000;7.55000000;-0.92000000;19
SPCLXDCP;DI;2024-11-05 03:00:00;N;143.38973269;-1.31000000;-1.94000000;0.18000000;6.15000000;-2.21000000;19
SPCLXDCP;DI;2024-11-06 03:00:00;N;144.64000000;0.87000000;0.77000000;1.06000000;8.07000000;-1.36000000;19
SPCLXDCP;DI;2024-11-07 03:00:00;N;143.93312710;-0.49000000;0.27000000;0.69000000;6.41000000;-1.84000000;19
SPCLXDCP;DI;2024-11-08 03:00:00;N;143.20274274;-0.51000000;-0.23000000;-0.66000000;6.37000000;-1.84000000;19
SPCLXDCP;DI;2024-11-11 03:00:00;N;143.77000000;0.40000000;-1.04000000;-0.64000000;7.09000000;-1.95000000;19
SPCLXDCP;DI;2024-11-12 03:00:00;N;142.68124059;-0.76000000;-0.49000000;-1.40000000;6.28000000;-2.69000000;19
SPCLXDCP;DI;2024-11-13 03:00:00;N;143.89000000;0.85000000;-0.52000000;-0.56000000;5.13000000;-1.87000000;19
SPCLXDCP;DI;2024-11-14 03:00:00;N;142.27547009;-1.12000000;-1.15000000;-1.94000000;4.34000000;-2.97000000;19
SPCLXDCP;DI;2024-11-15 03:00:00;N;143.30000000;0.72000000;0.07000000;-0.42000000;5.11000000;-2.97000000;19
SPCLXDCP;DI;2024-11-18 03:00:00;N;143.93507921;0.44000000;0.11000000;-1.40000000;5.07000000;-1.84000000;19
SPCLXDCP;DI;2024-11-19 03:00:00;N;144.67815579;0.52000000;1.40000000;-0.89000000;5.61000000;-1.33000000;19
SPCLXDCP;DI;2024-11-20 03:00:00;N;145.07734515;0.28000000;0.83000000;-0.62000000;4.59000000;-1.06000000;19
SPCLXDCP;DI;2024-11-21 03:00:00;N;145.96951399;0.61000000;2.60000000;-0.32000000;6.30000000;-0.45000000;19
SPCLXDCP;DI;2024-11-22 03:00:00;N;145.23000000;-0.51000000;1.35000000;-0.80000000;5.51000000;-0.96000000;19
SPCLXDCP;DI;2024-11-25 03:00:00;N;144.35233184;-0.61000000;0.29000000;-2.81000000;5.51000000;-1.55000000;19
SPCLXDCP;DI;2024-11-26 03:00:00;N;144.26000000;-0.06000000;-0.29000000;-2.87000000;5.44000000;-1.62000000;19
SPCLXDCP;DI;2024-11-27 03:00:00;N;144.44383362;0.13000000;-0.44000000;-2.75000000;5.71000000;-1.49000000;19
SPCLXDCP;DI;2024-11-28 03:00:00;N;144.64000000;0.14000000;-0.91000000;-2.27000000;5.65000000;-1.36000000;19
SPCLXDCP;DI;2024-11-29 03:00:00;N;144.79174977;0.10000000;-0.30000000;-0.98000000;5.40000000;-1.25000000;19
SPCLXDCP;DI;2024-12-02 03:00:00;N;146.06402961;0.88000000;1.19000000;1.76000000;4.85000000;-0.39000000;19
SPCLXDCP;DI;2024-12-03 03:00:00;N;146.08840368;0.02000000;1.27000000;1.78000000;4.87000000;-0.37000000;19
SPCLXDCP;DI;2024-12-04 03:00:00;N;145.82662781;-0.18000000;0.96000000;0.37000000;5.70000000;-0.55000000;19
SPCLXDCP;DI;2024-12-05 03:00:00;N;146.32414068;0.34000000;1.16000000;2.05000000;4.40000000;-0.21000000;19
SPCLXDCP;DI;2024-12-06 03:00:00;N;145.90437740;-0.29000000;0.77000000;0.87000000;3.25000000;-0.21000000;19
SPCLXDCP;DI;2024-12-09 03:00:00;N;147.08233188;0.81000000;0.70000000;2.71000000;4.08000000;0.31000000;19
SPCLXDCP;DI;2024-12-10 03:00:00;N;147.46382067;0.26000000;0.94000000;2.98000000;4.35000000;0.57000000;19
SPCLXDCP;DI;2024-12-11 03:00:00;N;147.81555639;0.24000000;1.36000000;2.81000000;6.42000000;0.81000000;19
SPCLXDCP;DI;2024-12-12 03:00:00;N;148.91134438;0.74000000;1.77000000;4.37000000;7.04000000;1.56000000;19
SPCLXDCP;DI;2024-12-13 03:00:00;N;148.34000000;-0.38000000;1.67000000;3.09000000;4.86000000;1.17000000;19
SPCLXDCP;DI;2024-12-16 03:00:00;N;148.97000000;0.42000000;1.28000000;3.96000000;3.19000000;1.60000000;19
SPCLXDCP;DI;2024-12-17 03:00:00;N;147.49000000;-0.99000000;0.02000000;2.92000000;2.16000000;0.59000000;19
SPCLXDCP;DI;2024-12-18 03:00:00;N;147.62000000;0.09000000;-0.13000000;2.56000000;3.71000000;0.67000000;19
SPCLXDCP;DI;2024-12-19 03:00:00;N;147.07000000;-0.37000000;-1.24000000;1.65000000;3.19000000;0.30000000;19
SPCLXDCP;DI;2024-12-20 03:00:00;N;147.53190692;0.32000000;-0.54000000;1.69000000;2.90000000;0.61000000;19
SPCLXDCP;DI;2024-12-23 03:00:00;N;146.47000000;-0.72000000;-1.68000000;0.85000000;1.11000000;-0.11000000;19
SPCLXDCP;DI;2024-12-24 03:00:00;N;146.56271918;0.06000000;-0.63000000;0.92000000;1.17000000;-0.05000000;19
SPCLXDCP;DI;2024-12-26 03:00:00;N;146.96888557;0.28000000;-0.07000000;1.88000000;0.02000000;0.23000000;19
SPCLXDCP;DI;2024-12-27 03:00:00;N;147.29515351;0.22000000;-0.16000000;1.97000000;0.66000000;0.45000000;19
SPCLXDCP;DI;2024-12-30 03:00:00;N;147.41000000;0.08000000;0.64000000;1.81000000;0.53000000;0.53000000;19
SPCLXDCP;AN;2025-01-01 03:00:00;N;147.41000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0
SPCLXDCP;ME;2025-01-01 03:00:00;N;147.41000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0
SPCLXDCP;DI;2025-01-02 03:00:00;N;146.56355761;-0.57000000;-0.28000000;0.34000000;-0.12000000;-0.57000000;19
SPCLXDCP;DI;2025-01-03 03:00:00;N;147.24991369;0.47000000;-0.03000000;0.80000000;1.41000000;-0.11000000;19
SPCLXDCP;DI;2025-01-06 03:00:00;N;148.74000000;1.01000000;0.90000000;1.94000000;3.76000000;0.90000000;19
SPCLXDCP;DI;2025-01-07 03:00:00;N;149.66303446;0.62000000;1.53000000;2.58000000;4.40000000;1.53000000;19
SPCLXDCP;DI;2025-01-08 03:00:00;N;148.66437532;-0.67000000;0.85000000;1.89000000;3.70000000;0.85000000;19
SPCLXDCP;DI;2025-01-09 03:00:00;N;149.40205281;0.50000000;1.94000000;1.58000000;3.75000000;1.35000000;19
SPCLXDCP;DI;2025-01-10 03:00:00;N;149.63159545;0.15000000;1.62000000;1.47000000;4.69000000;1.51000000;19
SPCLXDCP;DI;2025-01-13 03:00:00;N;148.72098564;-0.61000000;-0.01000000;0.26000000;5.17000000;0.89000000;19
SPCLXDCP;DI;2025-01-14 03:00:00;N;150.24859481;1.03000000;0.39000000;1.29000000;6.25000000;1.93000000;19
SPCLXDCP;DI;2025-01-15 03:00:00;N;151.97799136;1.15000000;2.23000000;2.45000000;7.10000000;3.10000000;19
SPCLXDCP;DI;2025-01-16 03:00:00;N;153.20066167;0.80000000;2.54000000;2.84000000;8.67000000;3.93000000;19
SPCLXDCP;DI;2025-01-17 03:00:00;N;153.29169716;0.06000000;2.45000000;3.93000000;10.25000000;3.99000000;19
SPCLXDCP;DI;2025-01-20 03:00:00;N;154.52903008;0.81000000;3.91000000;4.74000000;12.55000000;4.83000000;19
SPCLXDCP;DI;2025-01-21 03:00:00;N;155.07629110;0.35000000;3.21000000;5.11000000;12.95000000;5.20000000;19
SPCLXDCP;DI;2025-01-22 03:00:00;N;154.69590065;-0.25000000;1.79000000;4.86000000;11.58000000;4.94000000;19
SPCLXDCP;DI;2025-01-23 03:00:00;N;154.99518288;0.19000000;1.17000000;5.82000000;10.81000000;5.15000000;19
SPCLXDCP;DI;2025-01-24 03:00:00;N;155.32000000;0.21000000;1.32000000;5.98000000;9.18000000;5.37000000;19
SPCLXDCP;DI;2025-01-27 03:00:00;N;153.85633909;-0.94000000;-0.44000000;4.45000000;8.07000000;4.37000000;19
SPCLXDCP;DI;2025-01-28 03:00:00;N;153.78290284;-0.05000000;-0.83000000;4.40000000;8.02000000;4.32000000;19
SPCLXDCP;DI;2025-01-29 03:00:00;N;154.66147201;0.57000000;-0.02000000;5.00000000;8.59000000;4.92000000;19
SPCLXDCP;DI;2025-01-30 03:00:00;N;157.40222169;1.77000000;1.55000000;6.78000000;12.08000000;6.78000000;19
SPCLXDCP;DI;2025-01-31 03:00:00;N;156.81721532;-0.37000000;0.96000000;6.38000000;11.60000000;6.38000000;19
SPCLXDCP;DI;2025-02-03 03:00:00;N;157.22584160;0.26000000;2.19000000;6.77000000;12.21000000;6.66000000;22
SPCLXDCP;DI;2025-02-04 03:00:00;N;158.44731014;0.78000000;3.03000000;7.60000000;13.08000000;7.49000000;22
SPCLXDCP;DI;2025-02-05 03:00:00;N;159.16022229;0.45000000;2.91000000;8.09000000;13.57000000;7.97000000;22
SPCLXDCP;DI;2025-02-06 03:00:00;N;159.86782006;0.44000000;1.57000000;7.48000000;13.92000000;8.45000000;22
SPCLXDCP;DI;2025-02-07 03:00:00;N;159.55868667;-0.19000000;1.75000000;6.61000000;13.79000000;8.24000000;22
SPCLXDCP;DI;2025-02-10 03:00:00;N;160.14000000;0.36000000;1.85000000;7.02000000;13.70000000;8.64000000;22
SPCLXDCP;DI;2025-02-11 03:00:00;N;160.46654933;0.20000000;1.27000000;7.24000000;13.93000000;8.86000000;22
SPCLXDCP;DI;2025-02-12 03:00:00;N;161.19000000;0.45000000;1.28000000;7.72000000;13.08000000;9.35000000;22
SPCLXDCP;DI;2025-02-13 03:00:00;N;161.40532498;0.13000000;0.96000000;8.53000000;14.52000000;9.49000000;22
SPCLXDCP;DI;2025-02-14 03:00:00;N;162.65970039;0.78000000;1.94000000;7.03000000;11.98000000;9.49000000;22
SPCLXDCP;DI;2025-02-17 03:00:00;N;161.53830580;-0.69000000;0.87000000;5.38000000;8.50000000;9.58000000;22
SPCLXDCP;DI;2025-02-18 03:00:00;N;160.80499578;-0.45000000;0.21000000;4.90000000;8.01000000;9.09000000;22
SPCLXDCP;DI;2025-02-19 03:00:00;N;160.54971010;-0.16000000;-0.40000000;4.73000000;7.20000000;8.91000000;22
SPCLXDCP;DI;2025-02-20 03:00:00;N;160.76734214;0.14000000;-0.40000000;4.04000000;7.99000000;9.06000000;22
SPCLXDCP;DI;2025-02-21 03:00:00;N;160.85199809;0.05000000;-1.11000000;3.72000000;9.24000000;9.12000000;22
SPCLXDCP;DI;2025-02-24 03:00:00;N;160.84440670;0.00000000;-0.43000000;3.56000000;10.46000000;9.11000000;22
SPCLXDCP;DI;2025-02-25 03:00:00;N;160.57486287;-0.17000000;-0.14000000;3.38000000;10.28000000;8.93000000;22
SPCLXDCP;DI;2025-02-26 03:00:00;N;161.42660793;0.53000000;0.55000000;3.93000000;10.54000000;9.51000000;22
SPCLXDCP;DI;2025-02-27 03:00:00;N;161.98142701;0.34000000;0.76000000;5.28000000;9.14000000;9.88000000;22
SPCLXDCP;DI;2025-02-28 03:00:00;N;160.82114657;-0.72000000;-0.02000000;3.98000000;6.11000000;9.88000000;22
SPCLXDCP;DI;2025-03-03 03:00:00;N;161.22131615;0.25000000;0.23000000;2.54000000;6.08000000;9.37000000;22
SPCLXDCP;DI;2025-03-04 03:00:00;N;160.36218523;-0.53000000;-0.13000000;1.21000000;7.50000000;8.79000000;22
SPCLXDCP;DI;2025-03-05 03:00:00;N;160.55951379;0.12000000;-0.54000000;0.88000000;9.17000000;8.92000000;22
SPCLXDCP;DI;2025-03-06 03:00:00;N;160.74189949;0.11000000;-0.77000000;0.55000000;7.49000000;9.04000000;21
SPCLXDCP;DI;2025-03-07 03:00:00;N;160.64555779;-0.06000000;-0.11000000;0.68000000;7.27000000;8.98000000;21
SPCLXDCP;DI;2025-03-10 03:00:00;N;160.63243570;-0.01000000;-0.37000000;0.31000000;7.56000000;8.97000000;21
SPCLXDCP;DI;2025-03-11 03:00:00;N;160.14791342;-0.30000000;-0.13000000;-0.20000000;5.86000000;8.64000000;21
SPCLXDCP;DI;2025-03-12 03:00:00;N;161.25257102;0.69000000;0.43000000;0.04000000;5.06000000;9.39000000;21
SPCLXDCP;DI;2025-03-13 03:00:00;N;162.78461873;0.95000000;1.27000000;0.85000000;6.49000000;10.43000000;21
SPCLXDCP;DI;2025-03-14 03:00:00;N;163.39874458;0.38000000;1.71000000;0.45000000;7.40000000;10.85000000;21
SPCLXDCP;DI;2025-03-17 03:00:00;N;165.20709093;1.11000000;2.85000000;2.27000000;8.79000000;12.07000000;21
SPCLXDCP;DI;2025-03-18 03:00:00;N;164.62481531;-0.35000000;2.80000000;2.38000000;8.10000000;11.68000000;21
SPCLXDCP;DI;2025-03-19 03:00:00;N;164.45688356;-0.10000000;1.99000000;2.43000000;8.63000000;11.56000000;21
SPCLXDCP;DI;2025-03-20 03:00:00;N;164.51039486;0.03000000;1.06000000;2.33000000;7.27000000;11.60000000;21
SPCLXDCP;DI;2025-03-21 03:00:00;N;165.37810792;0.53000000;1.21000000;2.81000000;8.05000000;12.19000000;21
SPCLXDCP;DI;2025-03-24 03:00:00;N;164.16966282;-0.73000000;-0.63000000;2.07000000;6.43000000;11.37000000;21
SPCLXDCP;DI;2025-03-25 03:00:00;N;164.45182692;0.17000000;-0.11000000;2.41000000;7.89000000;11.56000000;21
SPCLXDCP;DI;2025-03-26 03:00:00;N;164.30798383;-0.09000000;-0.09000000;1.78000000;7.59000000;11.46000000;21
SPCLXDCP;DI;2025-03-27 03:00:00;N;165.14303987;0.51000000;0.38000000;1.95000000;6.83000000;12.03000000;21
SPCLXDCP;DI;2025-03-28 03:00:00;N;165.81802967;0.41000000;0.27000000;3.11000000;6.48000000;12.49000000;21
SPCLXDCP;DI;2025-03-31 03:00:00;N;164.68147187;-0.69000000;0.31000000;2.40000000;5.75000000;11.72000000;21
SPCLXDCP;DI;2025-04-01 03:00:00;N;165.99076012;0.80000000;0.94000000;3.21000000;6.68000000;12.60000000;21
SPCLXDCP;ME;2025-04-01 03:00:00;N;165.99076012;0.80000000;0.00000000;0.00000000;0.00000000;0.00000000;0
SPCLXDCP;DI;2025-04-02 03:00:00;N;165.68949654;-0.18000000;0.84000000;3.03000000;6.76000000;12.40000000;21
SPCLXDCP;DI;2025-04-03 03:00:00;N;166.16941012;0.29000000;0.62000000;3.07000000;7.58000000;12.73000000;21
SPCLXDCP;DI;2025-04-04 03:00:00;N;161.71335255;-2.68000000;-2.48000000;0.84000000;5.22000000;9.70000000;21
SPCLXDCP;DI;2025-04-07 04:00:00;N;156.90126117;-2.98000000;-4.72000000;-2.33000000;3.15000000;6.44000000;21
SPCLXDCP;DI;2025-04-08 04:00:00;N;156.00114312;-0.57000000;-6.02000000;-2.89000000;1.27000000;5.83000000;21
SPCLXDCP;DI;2025-04-09 04:00:00;N;161.67997503;3.64000000;-2.42000000;0.64000000;4.25000000;9.68000000;21
SPCLXDCP;DI;2025-04-10 04:00:00;N;160.01669354;-1.03000000;-3.70000000;-0.38000000;3.01000000;8.55000000;21
SPCLXDCP;DI;2025-04-11 04:00:00;N;160.63233380;0.38000000;-0.67000000;0.30000000;2.53000000;8.97000000;21
SPCLXDCP;DI;2025-04-14 04:00:00;N;164.04751160;2.13000000;4.55000000;0.40000000;7.20000000;11.29000000;21
SPCLXDCP;DI;2025-04-15 04:00:00;N;166.38339243;1.42000000;6.66000000;1.83000000;10.10000000;12.87000000;21
SPCLXDCP;DI;2025-04-16 04:00:00;N;167.58948427;0.72000000;3.66000000;2.56000000;11.95000000;13.69000000;21
SPCLXDCP;DI;2025-04-17 04:00:00;N;169.36252291;1.06000000;5.84000000;2.52000000;12.87000000;14.89000000;21
SPCLXDCP;DI;2025-04-21 04:00:00;N;168.90828891;-0.27000000;2.96000000;2.13000000;14.38000000;14.58000000;21
SPCLXDCP;DI;2025-04-22 04:00:00;N;170.40046683;0.88000000;2.41000000;3.04000000;15.13000000;15.60000000;21
SPCLXDCP;DI;2025-04-23 04:00:00;N;172.76411106;1.39000000;3.09000000;4.47000000;15.30000000;17.20000000;21
SPCLXDCP;DI;2025-04-24 04:00:00;N;173.12433114;0.21000000;2.22000000;5.45000000;17.11000000;17.44000000;21
SPCLXDCP;DI;2025-04-25 04:00:00;N;173.25201697;0.07000000;2.30000000;5.35000000;18.73000000;17.53000000;21
SPCLXDCP;DI;2025-04-28 04:00:00;N;173.30633898;0.03000000;2.60000000;4.52000000;17.24000000;17.57000000;21
SPCLXDCP;DI;2025-04-29 04:00:00;N;174.26995206;0.56000000;2.27000000;5.10000000;15.29000000;18.22000000;21
SPCLXDCP;DI;2025-04-30 04:00:00;N;173.56285888;-0.41000000;0.46000000;4.67000000;15.43000000;17.74000000;21
SPCLXDCP;DI;2025-05-02 04:00:00;N;173.52849592;-0.02000000;0.16000000;4.73000000;15.67000000;17.72000000;21
SPCLXDCP;DI;2025-05-05 04:00:00;N;173.59669884;0.04000000;0.17000000;7.35000000;14.92000000;17.76000000;21
SPCLXDCP;DI;2025-05-06 04:00:00;N;174.22801645;0.36000000;-0.02000000;7.74000000;17.18000000;18.19000000;21
SPCLXDCP;DI;2025-05-07 04:00:00;N;176.85403103;1.51000000;1.90000000;12.72000000;17.21000000;19.97000000;21
SPCLXDCP;DI;2025-05-08 04:00:00;N;176.22895672;-0.35000000;1.54000000;12.97000000;15.98000000;19.55000000;21
SPCLXDCP;DI;2025-05-09 04:00:00;N;176.73435639;0.29000000;1.85000000;9.31000000;16.71000000;19.89000000;21
SPCLXDCP;DI;2025-05-12 04:00:00;N;176.84643170;0.06000000;1.87000000;10.09000000;16.73000000;19.97000000;21
SPCLXDCP;DI;2025-05-13 04:00:00;N;177.85654406;0.57000000;2.08000000;10.72000000;16.73000000;20.65000000;21
SPCLXDCP;DI;2025-05-14 04:00:00;N;180.15025419;1.29000000;1.86000000;9.82000000;17.45000000;22.21000000;21
SPCLXDCP;DI;2025-05-15 04:00:00;N;178.74654667;-0.78000000;1.43000000;7.43000000;16.92000000;21.26000000;21
SPCLXDCP;DI;2025-05-16 04:00:00;N;178.93156830;0.10000000;1.24000000;6.77000000;18.10000000;21.38000000;21
SPCLXDCP;DI;2025-05-19 04:00:00;N;177.75706473;-0.66000000;0.51000000;4.96000000;17.75000000;20.59000000;21
SPCLXDCP;DI;2025-05-20 04:00:00;N;178.56192643;0.45000000;0.40000000;5.43000000;17.93000000;21.13000000;21
SPCLXDCP;DI;2025-05-22 04:00:00;N;177.04511554;-0.85000000;-0.95000000;3.90000000;16.40000000;20.10000000;21
SPCLXDCP;DI;2025-05-23 04:00:00;N;177.65761545;0.35000000;-0.71000000;2.83000000;16.06000000;20.52000000;21
SPCLXDCP;DI;2025-05-26 04:00:00;N;177.17643068;-0.27000000;-0.33000000;2.27000000;16.17000000;20.19000000;21
SPCLXDCP;DI;2025-05-27 04:00:00;N;176.70797288;-0.26000000;-1.04000000;1.99000000;15.27000000;19.88000000;21
SPCLXDCP;DI;2025-05-28 04:00:00;N;174.52008193;-1.24000000;-2.26000000;0.70000000;14.14000000;18.39000000;21
SPCLXDCP;DI;2025-05-29 04:00:00;N;173.65429764;-0.50000000;-1.92000000;-0.35000000;14.90000000;17.80000000;21
SPCLXDCP;DI;2025-05-30 04:00:00;N;171.35550741;-1.32000000;-3.55000000;-1.27000000;14.03000000;17.80000000;21
SPCLXDCP;DI;2025-06-02 04:00:00;N;171.25213109;-0.06000000;-3.34000000;-1.31000000;14.14000000;16.17000000;21
SPCLXDCP;DI;2025-06-03 04:00:00;N;172.27172006;0.60000000;-2.51000000;-0.72000000;15.37000000;16.87000000;21
SPCLXDCP;DI;2025-06-04 04:00:00;N;172.99855276;0.42000000;-0.87000000;-0.31000000;16.19000000;17.36000000;21
SPCLXDCP;DI;2025-06-05 04:00:00;N;172.24576382;-0.44000000;-0.81000000;-0.78000000;14.74000000;16.85000000;21
SPCLXDCP;DI;2025-06-06 04:00:00;N;172.86930627;0.36000000;0.88000000;-0.78000000;15.08000000;17.27000000;21
SPCLXDCP;DI;2025-06-09 04:00:00;N;172.08738386;-0.45000000;0.49000000;-2.63000000;15.34000000;16.74000000;21
SPCLXDCP;DI;2025-06-10 04:00:00;N;173.03948056;0.55000000;0.45000000;-2.09000000;16.47000000;17.39000000;21
SPCLXDCP;DI;2025-06-11 04:00:00;N;175.29296032;1.30000000;1.33000000;-0.82000000;19.36000000;18.92000000;21
SPCLXDCP;DI;2025-06-12 04:00:00;N;174.89681162;-0.23000000;1.54000000;-1.10000000;19.08000000;18.65000000;21
SPCLXDCP;DI;2025-06-13 04:00:00;N;174.03841489;-0.49000000;0.68000000;-2.15000000;19.78000000;18.06000000;21
SPCLXDCP;DI;2025-06-16 04:00:00;N;172.86029008;-0.68000000;0.45000000;-3.39000000;18.17000000;17.26000000;21
SPCLXDCP;DI;2025-06-17 04:00:00;N;171.30639419;-0.90000000;-1.00000000;-4.26000000;17.46000000;16.21000000;21
SPCLXDCP;DI;2025-06-18 04:00:00;N;170.73635797;-0.33000000;-2.60000000;-4.58000000;16.51000000;15.82000000;21
SPCLXDCP;DI;2025-06-19 04:00:00;N;170.36794114;-0.22000000;-2.59000000;-4.16000000;15.09000000;15.57000000;21
SPCLXDCP;DI;2025-06-23 04:00:00;N;169.03310370;-0.78000000;-2.21000000;-4.85000000;16.08000000;14.67000000;21
SPCLXDCP;DI;2025-06-24 04:00:00;N;171.25782862;1.32000000;-0.03000000;-3.60000000;17.67000000;16.18000000;21
SPCLXDCP;DI;2025-06-25 04:00:00;N;170.64716122;-0.36000000;-0.05000000;-3.95000000;18.48000000;15.76000000;21
SPCLXDCP;DI;2025-06-26 04:00:00;N;171.20336269;0.33000000;0.49000000;-3.37000000;17.22000000;16.14000000;21
SPCLXDCP;DI;2025-06-27 04:00:00;N;172.23103399;0.60000000;1.09000000;-2.53000000;18.18000000;16.84000000;21
SPCLXDCP;DI;2025-06-30 04:00:00;N;173.05920261;0.48000000;2.38000000;0.99000000;20.46000000;17.40000000;21
SPCLXDCP;DI;2025-07-01 04:00:00;N;172.14052026;-0.53000000;0.52000000;0.46000000;19.71000000;16.78000000;21
SPCLXDCP;ME;2025-07-01 04:00:00;N;172.14052026;-0.53000000;0.00000000;0.00000000;0.00000000;0.00000000;0
SPCLXDCP;DI;2025-07-02 04:00:00;N;172.50663069;0.21000000;1.09000000;0.73000000;20.53000000;17.03000000;21
SPCLXDCP;DI;2025-07-03 04:00:00;N;172.97279493;0.27000000;1.03000000;0.41000000;18.19000000;17.34000000;21
SPCLXDCP;DI;2025-07-04 04:00:00;N;172.99781613;0.01000000;0.45000000;0.00000000;18.18000000;17.36000000;21
SPCLXDCP;DI;2025-07-07 04:00:00;N;172.33995251;-0.38000000;-0.42000000;-0.31000000;18.11000000;16.91000000;21
SPCLXDCP;DI;2025-07-08 04:00:00;N;172.13614075;-0.12000000;0.00000000;-0.42000000;17.30000000;16.77000000;21
SPCLXDCP;DI;2025-07-09 04:00:00;N;172.14369085;0.00000000;-0.21000000;0.03000000;18.25000000;16.78000000;21
SPCLXDCP;DI;2025-07-10 04:00:00;N;172.31411667;0.10000000;-0.38000000;-0.42000000;18.37000000;16.89000000;21
SPCLXDCP;DI;2025-07-11 04:00:00;N;170.07182122;-1.30000000;-1.69000000;-2.98000000;15.46000000;15.37000000;21
SPCLXDCP;DI;2025-07-14 04:00:00;N;169.61518086;-0.27000000;-1.58000000;-2.54000000;15.22000000;15.06000000;21
SPCLXDCP;DI;2025-07-15 04:00:00;N;168.18030112;-0.85000000;-2.30000000;-3.37000000;14.16000000;14.09000000;21
SPCLXDCP;DI;2025-07-17 04:00:00;N;168.28234624;0.06000000;-2.34000000;-1.77000000;14.30000000;14.16000000;21
